evidence_id,source_type,local_relative_path,sha256,captured_at_utc,sanitized_summary,ip_privacy_review,status
EV-0191,metadata,.reference-local/capture-meta.json,2e85c6d116f9ea98c1b4ffa126b88d1c54670f785e15269596250e94aceab899,2026-07-18T18:54:39.0629549Z,"capture metadata",pass,captured
EV-0001,screenshot,.reference-local/screenshots/EV-0001.png,94855089196847cbfe65b58a7c029fe9aff9fd33ba29a47eee7d704ed24caab7,2026-07-18T18:14:14.4912916Z,"raw screenshot capture",pass,captured
EV-0002,ui_dump,.reference-local/ui-dumps/EV-0002.xml,e55233eed3dcc1c9b772f48621b61c43b9163b859e4907f117bd89a6f7675892,2026-07-18T18:14:17.9946198Z,"raw UI dump capture",pass,captured
EV-0003,screenshot,.reference-local/screenshots/EV-0003.png,5646db2dbe39c28eb4df12ea60117dc75c56e4f6fe27abb30cea956031abc2b7,2026-07-18T18:15:23.1922238Z,"raw screenshot capture",pass,captured
EV-0004,ui_dump,.reference-local/ui-dumps/EV-0004.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:15:25.6047089Z,"raw UI dump capture",pass,captured
EV-0005,screenshot,.reference-local/screenshots/EV-0005.png,2d21676b73598aebab8e21935e3da4047c3c5b3a4e2d2e9975d2ee73d4b9c291,2026-07-18T18:15:51.0002512Z,"raw screenshot capture",pass,captured
EV-0006,ui_dump,.reference-local/ui-dumps/EV-0006.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:15:53.4348275Z,"raw UI dump capture",pass,captured
EV-0007,screenshot,.reference-local/screenshots/EV-0007.png,61ef661422212974cea0859a4e7779648bcfce11c8e7275384109d419f3e2fec,2026-07-18T18:15:56.4814946Z,"raw screenshot capture",pass,captured
EV-0008,ui_dump,.reference-local/ui-dumps/EV-0008.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:15:59.0344653Z,"raw UI dump capture",pass,captured
EV-0009,screenshot,.reference-local/screenshots/EV-0009.png,7016368cc1f42376822c4f397d16c739ab2ec0e83553293e5f4e6d2e4a71dc9a,2026-07-18T18:16:26.5014501Z,"raw screenshot capture",pass,captured
EV-0010,ui_dump,.reference-local/ui-dumps/EV-0010.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:16:28.9831627Z,"raw UI dump capture",pass,captured
EV-0011,screenshot,.reference-local/screenshots/EV-0011.png,61ef661422212974cea0859a4e7779648bcfce11c8e7275384109d419f3e2fec,2026-07-18T18:16:31.9677609Z,"raw screenshot capture",pass,captured
EV-0012,ui_dump,.reference-local/ui-dumps/EV-0012.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:16:34.4970395Z,"raw UI dump capture",pass,captured
EV-0013,screenshot,.reference-local/screenshots/EV-0013.png,3a330b1d4167a536e22f8436122b1e833a37195342282e06f25b19f1d1e0b822,2026-07-18T18:16:58.4927679Z,"raw screenshot capture",pass,captured
EV-0014,ui_dump,.reference-local/ui-dumps/EV-0014.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:17:00.8794036Z,"raw UI dump capture",pass,captured
EV-0015,screenshot,.reference-local/screenshots/EV-0015.png,484b1b6b92f4205c93ed904e96c496645996157fdf79fea5e503192add310693,2026-07-18T18:17:03.9585593Z,"raw screenshot capture",pass,captured
EV-0016,ui_dump,.reference-local/ui-dumps/EV-0016.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:17:06.5019016Z,"raw UI dump capture",pass,captured
EV-0017,screenshot,.reference-local/screenshots/EV-0017.png,0a3044105b31163d43b72388b9dc081da681e032ce716073d91ac603013d1b3d,2026-07-18T18:17:26.6306093Z,"raw screenshot capture",pass,captured
EV-0018,ui_dump,.reference-local/ui-dumps/EV-0018.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:17:29.0790347Z,"raw UI dump capture",pass,captured
EV-0019,screenshot,.reference-local/screenshots/EV-0019.png,c56f6d9f2ac730e0bcae9361613f2603669da454787754ad93c16c736843d3db,2026-07-18T18:17:32.0931595Z,"raw screenshot capture",pass,captured
EV-0020,ui_dump,.reference-local/ui-dumps/EV-0020.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:17:34.5237475Z,"raw UI dump capture",pass,captured
EV-0021,screenshot,.reference-local/screenshots/EV-0021.png,9ad4458499031b3c2107b36bd9568a4d29e7ef749bcd3b5a52b18a73c624beb8,2026-07-18T18:17:54.1333750Z,"raw screenshot capture",pass,captured
EV-0022,ui_dump,.reference-local/ui-dumps/EV-0022.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:17:56.4192469Z,"raw UI dump capture",pass,captured
EV-0023,screenshot,.reference-local/screenshots/EV-0023.png,ff1cb25409c9fa6952780d14a8d12ad9481ba149763d30badabdfe1e4e806b4c,2026-07-18T18:17:59.6999774Z,"raw screenshot capture",pass,captured
EV-0024,ui_dump,.reference-local/ui-dumps/EV-0024.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:18:02.1847201Z,"raw UI dump capture",pass,captured
EV-0025,screenshot,.reference-local/screenshots/EV-0025.png,c2ebd0054f4fecb1ecdeb3c458ddd39032f2d8580bcc353a6d8c25f29278bd07,2026-07-18T18:18:24.7477012Z,"raw screenshot capture",pass,captured
EV-0026,ui_dump,.reference-local/ui-dumps/EV-0026.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:18:27.1131406Z,"raw UI dump capture",pass,captured
EV-0027,screenshot,.reference-local/screenshots/EV-0027.png,8c26ca08b5d71fa13fc2a3bd47b6a84e518a3ad984452644625bbdc437bf9a02,2026-07-18T18:18:29.8328981Z,"raw screenshot capture",pass,captured
EV-0028,ui_dump,.reference-local/ui-dumps/EV-0028.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:18:32.2711535Z,"raw UI dump capture",pass,captured
EV-0029,screenshot,.reference-local/screenshots/EV-0029.png,8c26ca08b5d71fa13fc2a3bd47b6a84e518a3ad984452644625bbdc437bf9a02,2026-07-18T18:18:55.9301948Z,"raw screenshot capture",pass,captured
EV-0030,ui_dump,.reference-local/ui-dumps/EV-0030.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:18:58.2798914Z,"raw UI dump capture",pass,captured
EV-0031,screenshot,.reference-local/screenshots/EV-0031.png,b187180dffb8f71fdf65cd5013ff60c440acbdf4cae4c0e0997523b0aa31b4a6,2026-07-18T18:19:01.4769156Z,"raw screenshot capture",pass,captured
EV-0032,ui_dump,.reference-local/ui-dumps/EV-0032.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:19:03.8880808Z,"raw UI dump capture",pass,captured
